Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Megachile willughbiella,M,1,Village des abeilles (UMONS),Lotus corniculatus,2020,7,27,Mons,50.4627,3.9553,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Siège social (UMONS),Pyracantha coccinea,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus signatus,F,1,Siège social (UMONS),Pyracantha coccinea,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus signatus,M,9,Siège social (UMONS),Pyracantha coccinea,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum laticeps,F,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Andrena dorsata,F,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus communis,M,5,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,Siège social (UMONS),Cornus alba,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Seladonia tumulorum,F,1,Siège social (UMONS),Trifolium repens,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Siège social (UMONS),Crepis capillaris,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Siège social (UMONS),Crepis capillaris,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum morio,F,1,Siège social (UMONS),Crepis capillaris,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Seladonia tumulorum,F,1,Siège social (UMONS),Crepis capillaris,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Siège social (UMONS),Prunella vulgaris,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Andrena minutula,M,1,Siège social (UMONS),Bellis perennis,2020,6,19,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum fulvicorne,F,2,Siège social (UMONS),Bellis perennis,2020,6,19,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Siège social (UMONS),Bellis perennis,2020,6,19,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,2,Siège social (UMONS),Bellis perennis,2020,6,19,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Siège social (UMONS),Hypochoeris radicata,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum calceatum,F,1,Siège social (UMONS),Hypochoeris radicata,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Lasioglossum morio,F,1,Siège social (UMONS),Hypochoeris radicata,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus lapidarius,M,1,Siège social (UMONS),Hypochoeris radicata,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus lapidarius,W,2,Siège social (UMONS),Hypochoeris radicata,2020,7,18,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Siège social (UMONS),Deutzia sp.,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus pratorum,M,1,Siège social (UMONS),Deutzia sp.,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus hypnorum,M,1,Siège social (UMONS),Deutzia sp.,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Bombus hortorum,M,1,Siège social (UMONS),Deutzia sp.,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Siège social (UMONS),Deutzia sp.,2020,5,28,Mons,50.4585,3.9511,Parc,Transect,20,Belgium,
Megachile rotundata,M,1,Sainte-Waudru,Heuchera sanguinea,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Sainte-Waudru,Heuchera sanguinea,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pratorum,M,1,Sainte-Waudru,Heuchera sanguinea,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Sainte-Waudru,Sonchus oleraceus,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Sainte-Waudru,Sonchus oleraceus,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Andrena fulvago,F,3,Sainte-Waudru,Sonchus oleraceus,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Hylaeus signatus,M,1,Sainte-Waudru,Sonchus oleraceus,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,4,Sainte-Waudru,Hieracium pilosella,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Andrena fulvago,F,2,Sainte-Waudru,Hieracium pilosella,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum villosulum,F,5,Sainte-Waudru,Hieracium pilosella,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum sexnotatum,F,1,Sainte-Waudru,Hieracium pilosella,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Colletes daviesanus,M,1,Sainte-Waudru,Hieracium pilosella,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum morio,M,1,Sainte-Waudru,Hypochoeris radicata,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Sainte-Waudru,Echinacea purpurea,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus vestalis,M,1,Sainte-Waudru,Echinacea purpurea,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Sainte-Waudru,Iberis sempervirens,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Sainte-Waudru,Echinacea purpurea,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Sainte-Waudru,Echinacea purpurea,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Sainte-Waudru,Hypochoeris radicata,2020,9,5,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Anthophora quadrimaculata,F,1,Sainte-Waudru,Prunella vulgaris,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Anthophora quadrimaculata,M,1,Sainte-Waudru,Weigelia sp.,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Anthophora quadrimaculata,F,1,Sainte-Waudru,Weigelia sp.,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus hortorum,W,1,Sainte-Waudru,Weigelia sp.,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Nomada zonata,M,1,Sainte-Waudru,Senecio jacobaea,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,2,Sainte-Waudru,Senecio jacobaea,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Melitta leporina,M,1,Sainte-Waudru,Senecio jacobaea,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum morio,F,1,Sainte-Waudru,Hieracium aurantiacum,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,1,Sainte-Waudru,Hypochoeris radicata,2020,9,5,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,1,Sainte-Waudru,Hypochoeris radicata,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Sainte-Waudru,Hypochoeris radicata,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Sainte-Waudru,Aquilegia vulgaris,2020,5,21,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,2,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,6,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Sainte-Waudru,Echinops ritro,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,5,Sainte-Waudru,Echinops ritro,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,2,Sainte-Waudru,Echinops ritro,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,1,Sainte-Waudru,Origanum vulgare,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Nomada fucata,F,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Megachile rotundata,M,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,M,3,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus lapidarius,M,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum morio,M,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus vestalis,M,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Sainte-Waudru,Lysimachia clethroides,2020,7,13,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,2,Sainte-Waudru,Origanum vulgare,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Melitta leporina,F,1,Sainte-Waudru,Origanum vulgare,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Melitta leporina,M,4,Sainte-Waudru,Origanum vulgare,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Sainte-Waudru,Origanum vulgare,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Megachile rotundata,F,1,Sainte-Waudru,Origanum vulgare,2020,7,29,Mons,50.4535,3.9473,Parc,Transect,20,Belgium,
Andrena minutuloides,F,1,Jardin suspendu,Apium graveolens,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Andrena minutula,F,1,Jardin suspendu,Apium graveolens,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Heriades truncorum,M,1,Jardin suspendu,Apium graveolens,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Hylaeus communis,M,4,Jardin suspendu,Coriandrum sativum,2020,7,26,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Jardin suspendu,Coriandrum sativum,2020,7,26,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Nomada flavoguttata,F,1,Jardin suspendu,Coriandrum sativum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Lasioglossum laticeps,F,1,Jardin suspendu,Coriandrum sativum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Andrena minutula,F,1,Jardin suspendu,Coriandrum sativum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Lasioglossum morio,F,3,Jardin suspendu,Coriandrum sativum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Andrena fulvago,M,1,Jardin suspendu,Crepis sp.,2020,5,31,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Jardin suspendu,Ballota nigra,2020,7,26,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Jardin suspendu,Thymus vulgaris,2020,7,26,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus lapidarius,M,1,Jardin suspendu,Origanum vulgare,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Jardin suspendu,Clinopodium vulgare,2020,8,30,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Lasioglossum laticeps,M,1,Jardin suspendu,Origanum vulgare,2020,7,26,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Jardin suspendu,Ballota nigra,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Jardin suspendu,Hypericum perforatum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Jardin suspendu,Hypericum perforatum,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Lasioglossum laticeps,F,1,Jardin suspendu,Melissa officinalis,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Lasioglossum morio,F,1,Jardin suspendu,Melissa officinalis,2020,6,28,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,Jardin suspendu,Lobularia maritima,2020,5,31,Mons,50.4468,3.9501,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum calceatum,F,1,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile ligniseca,F,1,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,M,3,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,M,8,Epargne (UMONS),Centaurea jacea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,4,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,M,1,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,4,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Heriades truncorum,F,1,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes similis,F,1,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,M,9,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,F,#,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Hylaeus confusus,M,1,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Epargne (UMONS),Achillea millefolium,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum calceatum,F,1,Epargne (UMONS),Malva alcea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,M,1,Epargne (UMONS),Malva alcea,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Epargne (UMONS),Geranium pyrenaicum,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Epargne (UMONS),Geranium pyrenaicum,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,M,2,Epargne (UMONS),Knautia arvensis,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Epargne (UMONS),Achillea millefolium,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,2,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena wilkella,F,1,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,M,1,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,F,5,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus hypnorum,W,1,Epargne (UMONS),Leucanthemum vulgare,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Epargne (UMONS),Leucanthemum vulgare,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,M,2,Epargne (UMONS),Leucanthemum vulgare,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Colletes daviesanus,F,4,Epargne (UMONS),Leucanthemum vulgare,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Anthidium manicatum,F,4,Epargne (UMONS),Onobrychis viciifolia,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Epargne (UMONS),Achillea millefolium,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Anthidium manicatum,M,1,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Anthidium manicatum,F,2,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile rotundata,F,5,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile willughbiella,M,1,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Epargne (UMONS),Lotus corniculatus,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,5,Epargne (UMONS),Lotus corniculatus,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile versicolor,F,1,Epargne (UMONS),Lotus corniculatus,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Epargne (UMONS),Onobrychis viciifolia,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Epargne (UMONS),Onobrychis viciifolia,2020,9,1,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,F,2,Epargne (UMONS),Centaurea jacea,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,1,Epargne (UMONS),Centaurea jacea,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus lapidarius,M,4,Epargne (UMONS),Centaurea jacea,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus lapidarius,W,2,Epargne (UMONS),Centaurea jacea,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,M,1,Epargne (UMONS),Centaurea jacea,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Osmia niveata,M,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus lapidarius,W,3,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Heriades truncorum,F,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Epargne (UMONS),Centaurea jacea,2020,5,31,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Nomada fucata,M,1,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Halictus scabiosae,F,2,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,F,3,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus lapidarius,M,1,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus lapidarius,W,5,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile centuncularis,F,1,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Epargne (UMONS),Centaurea jacea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Epargne (UMONS),Onobrychis viciifolia,2020,7,26,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Andrena flavipes,M,1,Epargne (UMONS),Malva alcea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Epargne (UMONS),Malva alcea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Megachile rotundata,F,1,Epargne (UMONS),Malva alcea,2020,6,22,Mons,50.4463,3.9568,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Géothermia (IDEA),Centaurea jacea,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Colletes hederae,M,1,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,2,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,5,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,M,1,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Géothermia (IDEA),Picris hieracioides,2020,9,3,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Nomada fucata,F,1,Géothermia (IDEA),Melilotus alba,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,3,Géothermia (IDEA),Melilotus alba,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Géothermia (IDEA),Melilotus alba,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Hylaeus communis,F,1,Géothermia (IDEA),Melilotus alba,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena minutula,F,1,Géothermia (IDEA),Tanacetum vulgare,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Heriades truncorum,F,2,Géothermia (IDEA),Tanacetum vulgare,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Colletes daviesanus,M,2,Géothermia (IDEA),Tanacetum vulgare,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Colletes daviesanus,F,1,Géothermia (IDEA),Tanacetum vulgare,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena dorsata,F,1,Géothermia (IDEA),Solanum tuberosum,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Géothermia (IDEA),Solanum tuberosum,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena florea,F,1,Géothermia (IDEA),Bryonia cretica dioica,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Hylaeus communis,F,1,Géothermia (IDEA),Chamomilla recutita,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Nomada fucata,M,3,Géothermia (IDEA),Chamomilla recutita,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Osmia spinulosa,M,1,Géothermia (IDEA),Chamomilla recutita,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
