Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,WGS84/ETRS89,WGS84/ETRS89_2,Day,Month,Year
Lavandula.angustifolia,Bombus.terrestris,1,Transect,28,400,Cian.White_JK_3_WL1,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Lavandula.angustifolia,Bombus.lucorum.agg,1,Transect,11,220,Cian.White_JK_3_WL1,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Lavandula.angustifolia,Bombus.muscorum,3,Transect,11,220,Cian.White_JK_3_WL1,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Lavandula.angustifolia,Bombus.pascuorum,2,Transect,11,220,Cian.White_JK_3_WL1,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Cirsium.vulgare,Bombus.pascuorum,1,Transect,15,100,Cian.White_JK_3_WL1,GA1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Senecio.jacobaea,Bombus.lapidarius,3,Transect,15,100,Cian.White_JK_3_WL1,GA1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Malva.sylvestris,Bombus.lapidarius,6,Transect,15,100,Cian.White_JK_3_WL1,GA1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Achillea.millefolium,Episyrphus.balteatus,1,Transect,19,500,Cian.White_JK_3_WL1,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Ligustrum.vulgare,Bombus.lapidarius,1,Transect,19,500,Cian.White_JK_3_BC4,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Ligustrum.vulgare,Bombus.lucorum.agg,2,Transect,19,500,Cian.White_JK_1_BC4,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Reseda.luteola,Bombus.lapidarius,4,Transect,19,500,Cian.White_JK_3_BC4,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Reseda.luteola,Bombus.lucorum.agg,1,Transect,19,500,Cian.White_JK_3_BC4,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Potentilla.reptans,Bombus.lapidarius,1,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Episyrphus.balteatus,1,Transect,30,150,Cian.White_JK_4_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Eristalis.tenax,1,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Volucella.pellucens,1,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Apis.mellifera,16,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Bombus.lapidarius,5,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Bombus.lucorum.agg,15,Transect,30,150,Cian.White_JK_3_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Bombus.pascuorum,4,Transect,30,150,Cian.White_JK_4_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Megachile.versicolor,1,Transect,30,150,Cian.White_JK_4_BC4,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",13,7,18
Rubus.fruticosus,Bombus.pascuorum,1,Transect,15,400,Cian.White_JK_3_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Centaurea.nigra,Bombus.lapidarius,1,Transect,16,220,Cian.White_JK_3_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Potentilla.reptans,Episyrphus.balteatus,1,Transect,15,400,Cian.White_JK_3_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Potentilla.reptans,Eupeodes.corollae,1,Transect,15,400,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Cirsium.arvense,Bombus.lapidarius,1,Transect,16,220,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Senecio.jacobaea,Bombus.muscorum,1,Transect,15,500,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Senecio.jacobaea,Bombus.pascuorum,2,Transect,15,500,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Senecio.jacobaea,Lasioglossum.albipes,1,Transect,15,500,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Lavandula.angustifolia,Bombus.terrestris,1,Transect,16,220,Cian.White_JK_2_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Escallonia.macrantha,Apis.mellifera,3,Transect,15,500,Cian.White_JK_1_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Escallonia.macrantha,Bombus.pascuorum,1,Transect,15,500,Cian.White_JK_1_BC4,BC4,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Potentilla.reptans,Sphaerophoria.sp,1,Transect,4,100,Cian.White_JK_1_BC4,GA1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Achillea.millefolium,Episyrphus.balteatus,1,Transect,20,500,Cian.White_JK_3_GA1,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Achillea.millefolium,Myathropa.florea,1,Transect,20,500,Cian.White_JK_1_GS2,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Achillea.millefolium,Sphaerophoria.sp,2,Transect,20,500,Cian.White_JK_2_GS2,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Potentilla.reptans,Episyrphus.balteatus,1,Transect,20,500,Cian.White_JK_1_WL1,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Plantago.lanceolata,Eupeodes.luniger,1,Transect,20,500,Cian.White_JK_4_WL1,GS2,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Centranthus.ruber,Bombus.pascuorum,1,Transect,6,150,Cian.White_JK_2_WL1,WL1,Ireland,JK,"53°.19'.31.904227""N","6°.21'.19.796929""W",14,8,18
Taraxacum.agg,Apis.mellifera,2,Transect,9,190,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Taraxacum.agg,Platycheirus.albimanus,1,Transect,19,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Heracleum.sphondylium,Syrphus.ribesii,1,Transect,19,228,Cian.White_Kr_4_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Brassica.rapa,Melanostoma.scalare,1,Transect,19,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Taraxacum.agg,Platycheirus.albimanus,1,Transect,7,358,Cian.White_Kr_3_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Taraxacum.agg,Platycheirus.albimanus,1,Transect,7,358,Cian.White_Kr_2_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,4,5,18
Taraxacum.agg,Episyrphus.balteatus,1,Transect,19,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Trifolium.repens,Apis.mellifera,1,Transect,19,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Trifolium.repens,Bombus.lucorum.agg,1,Transect,19,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Lotus.corniculatus,Bombus.lapidarius,1,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Lotus.corniculatus,Bombus.lucorum.agg,1,Transect,30,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Geranium.pratense,Apis.mellifera,4,Transect,30,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Geranium.pratense,Bombus.pascuorum,2,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Centaurea.cyanus,Bombus.lucorum.agg,2,Transect,19,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Centaurea.cyanus,Bombus.pratorum,1,Transect,19,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Trifolium.repens,Apis.mellifera,7,Transect,30,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Trifolium.repens,Bombus.pascuorum,1,Transect,30,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Digitalis.purpurea,Bombus.pascuorum,1,Transect,19,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Digitalis.purpurea,Bombus.pascuorum,1,Transect,19,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Oxalis.debilis,Bombus.pascuorum,1,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Symphoricarpos.albus,Helophilus.pendulus,1,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Symphoricarpos.albus,Apis.mellifera,7,Transect,30,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Symphoricarpos.albus,Bombus.pratorum,1,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Symphoricarpos.albus,Bombus.pratorum,4,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Weigela.kosteriana.variegata,Bombus.hortorum,1,Transect,30,500,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Heracleum.sphondylium,Apis.mellifera,1,Transect,7,238,Cian.White_Kr_2_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Heracleum.sphondylium,Bombus.pratorum,1,Transect,7,238,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Ranunculus.repens,Episyrphus.balteatus,1,Transect,13,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Ranunculus.repens,Melanostoma.scalare,1,Transect,13,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Ranunculus.repens,Bombus.pratorum,1,Transect,13,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Heracleum.sphondylium,Apis.mellifera,1,Transect,13,228,Cian.White_Kr_3_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Erigeron.glaucus,Bombus.lucorum.agg,1,Transect,6,180,Cian.White_Kr_3_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Erigeron.glaucus,Bombus.lapidarius,1,Transect,17,358,Cian.White_Kr_3_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Pyracantha.sp,Bombus.lucorum.agg,3,Transect,17,358,Cian.White_Kr_3_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Pyracantha.sp,Bombus.pratorum,1,Transect,17,358,Cian.White_Kr_1_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Hebe.agg,Bombus.lucorum.agg,1,Transect,6,180,Cian.White_Kr_4_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Cotoneaster.hybridus.pendulus,Apis.mellifera,1,Transect,17,358,Cian.White_Kr_3_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Cotoneaster.hybridus.pendulus,Bombus.lucorum.agg,7,Transect,17,358,Cian.White_Kr_2_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Salvia.microphylla,Bombus.muscorum,1,Transect,6,180,Cian.White_Kr_2_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Salvia.microphylla,Bombus.pascuorum,2,Transect,6,180,Cian.White_Kr_4_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Salvia.microphylla,Bombus.terrestris,1,Transect,6,180,Cian.White_Kr_4_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Spiraea.japonica,Bombus.muscorum,1,Transect,6,180,Cian.White_Kr_4_GA2,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,12,6,18
Iris.pseudacorus,Apis.mellifera,1,Transect,19,500,Cian.White_Kr_3_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Astrantia.major,Apis.mellifera,1,Transect,19,500,Cian.White_Kr_4_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Astrantia.major,Bombus.lucorum.agg,1,Transect,19,500,Cian.White_Kr_4_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Trifolium.repens,Bombus.pascuorum,2,Transect,8,190,Cian.White_Kr_3_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Lotus.corniculatus,Bombus.lapidarius,3,Transect,15,300,Cian.White_Kr_3_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Potentilla.reptans,Bombus.pascuorum,2,Transect,19,500,Cian.White_Kr_2_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Ligustrum.vulgare,Bombus.pascuorum,1,Transect,8,190,Cian.White_Kr_2_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Leontodon.saxatilis,Apis.mellifera,2,Transect,15,300,Cian.White_Kr_2_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Potentilla.reptans,Bombus.lapidarius,1,Transect,15,300,Cian.White_Kr_1_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Potentilla.reptans,Bombus.lucorum.agg,2,Transect,15,300,Cian.White_Kr_3_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Rubus.fruticosus,Apis.mellifera,5,Transect,15,300,Cian.White_Kr_1_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Hypochaeris.radicata,Eupeodes.corollae,2,Transect,15,300,Cian.White_Kr_2_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Hypochaeris.radicata,Apis.mellifera,3,Transect,15,300,Cian.White_Kr_1_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Erigeron.glaucus,Apis.mellifera,2,Transect,10,358,Cian.White_Kr_1_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Ligustrum.vulgare,Aglais.urticae,1,Transect,19,500,Cian.White_Kr_2_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Ligustrum.vulgare,Apis.mellifera,6,Transect,19,500,Cian.White_Kr_2_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Sedum.agg,Bombus.lapidarius,1,Transect,15,300,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Sedum.agg,Bombus.lucorum.agg,1,Transect,15,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Sedum.agg,Bombus.pascuorum,1,Transect,15,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Rhus.sp,Apis.mellifera,3,Transect,19,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Symphoricarpos.albus,Apis.mellifera,4,Transect,19,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Hebe.agg,Bombus.pascuorum,2,Transect,19,500,Cian.White_Kr_2_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Linaria.purpurea,Bombus.lucorum.agg,1,Transect,19,500,Cian.White_Kr_2_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Cotoneaster.frigidus,Bombus.lucorum.agg,2,Transect,15,300,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Cotoneaster.frigidus,Bombus.pascuorum,1,Transect,15,300,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Lavandula.angustifolia,Apis.mellifera,4,Transect,8,190,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Trifolium.repens,Bombus.lucorum.agg,1,Transect,5,238,Cian.White_Kr_4_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Ranunculus.repens,Syrphus.ribesii,1,Transect,16,228,Cian.White_Kr_2_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Cirsium.arvense,Apis.mellifera,3,Transect,16,228,Cian.White_Kr_4_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Cirsium.arvense,Lasioglossum.albipes,1,Transect,16,228,Cian.White_Kr_4_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Heracleum.sphondylium,Syritta.pipiens,3,Transect,16,228,Cian.White_Kr_4_BC4,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Salvia.microphylla,Bombus.lucorum.agg,1,Transect,7,180,Cian.White_Kr_4_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Salvia.microphylla,Bombus.muscorum,1,Transect,7,180,Cian.White_Kr_4_BC4,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,5,7,18
Hypericum.androsaemum,Bombus.lucorum.agg,1,Transect,10,358,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Scorzoneroides.autumnalis,Episyrphus.balteatus,1,Transect,16,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Bellis.perennis,Episyrphus.balteatus,1,Transect,16,300,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Erigeron.glaucus,Apis.mellifera,1,Transect,10,358,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Erigeron.glaucus,Bombus.lucorum.agg,1,Transect,10,358,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Sedum.agg,Bombus.pascuorum,1,Transect,10,358,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Hebe.agg,Bombus.lucorum,1,Transect,14,190,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Hebe.agg,Bombus.lucorum.agg,1,Transect,14,190,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Celastrina.argiolus,1,Transect,21,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Apis.mellifera,1,Transect,21,500,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Bombus.lapidarius,1,Transect,21,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Bombus.lucorum.agg,2,Transect,21,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Bombus.pascuorum,1,Transect,21,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Symphoricarpos.albus,Bombus.pratorum,1,Transect,21,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Hebe.agg,Episyrphus.balteatus,1,Transect,21,500,Cian.White_Kr_4_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Crocosmia.xcrocosmiiflora,Platycheirus.albimanus,1,Transect,14,190,Cian.White_Kr_3_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Lavandula.angustifolia,Bombus.lapidarius,3,Transect,14,190,Cian.White_Kr_2_BC4,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Lavandula.angustifolia,Bombus.lucorum.agg,6,Transect,14,190,Cian.White_Kr_4_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Lavandula.angustifolia,Bombus.muscorum,1,Transect,14,190,Cian.White_Kr_1_GA2,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Lavandula.angustifolia,Bombus.pascuorum,7,Transect,14,190,Cian.White_Kr_4_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Lavandula.angustifolia,Bombus.terrestris,3,Transect,14,190,Cian.White_Kr_4_WS3,BC4,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Rubus.fruticosus,Bombus.pascuorum,1,Transect,12,228,Cian.White_Kr_3_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Epilobium.hirsutum,Bombus.lucorum.agg,1,Transect,12,228,Cian.White_Kr_3_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Epilobium.hirsutum,Bombus.muscorum,1,Transect,12,228,Cian.White_Kr_2_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Epilobium.hirsutum,Bombus.pascuorum,1,Transect,12,228,Cian.White_Kr_2_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Cirsium.arvense,Bombus.lapidarius,2,Transect,12,228,Cian.White_Kr_2_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Cirsium.arvense,Bombus.pascuorum,1,Transect,12,228,Cian.White_Kr_2_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Brassica.rapa,Episyrphus.balteatus,1,Transect,12,228,Cian.White_Kr_2_WS3,GA2,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Linaria.purpurea,Bombus.pascuorum,1,Transect,9,180,Cian.White_Kr_2_WS3,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Salvia.microphylla,Bombus.pascuorum,1,Transect,9,180,Cian.White_Kr_2_WS3,WS3,Ireland,Kr,53°22'41.488965,6°11'27.594906,9,8,18
Buxus.sempervirens,Apis.mellifera,1,Transect,9,60,Cian.White_Lp_1_BC4,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Vicia.sepium,Bombus.pascuorum,2,Transect,9,60,Cian.White_Lp_2_BC4,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Geranium.cult,Bombus.pratorum,1,Transect,9,60,Cian.White_Lp_2_BC4,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Ceanothus.agg,Bombus.pratorum,6,Transect,7,40,Cian.White_Lp_1_BC4,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Trifolium.pratense,Andrena.wilkella,1,Transect,5,40,Cian.White_Lp_2_BC4,GA1,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Trifolium.pratense,Bombus.pascuorum,1,Transect,5,40,Cian.White_Lp_1_GA1,GA1,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Crataegus.monogyna,Andrena.haemorrhoa,1,Transect,5,100,Cian.White_Lp_1_GA1,WL1,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Crataegus.monogyna,Apis.mellifera,1,Transect,5,100,Cian.White_Lp_4_GA1,WL1,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",29,5,18
Geranium.pratense,Rhingia.campestris,1,Transect,9,40,Cian.White_Lp_4_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Geranium.pratense,Bombus.pratorum,1,Transect,9,40,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Vicia.sepium,Bombus.pascuorum,2,Transect,7,60,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Pyracantha.sp,Syritta.pipiens,1,Transect,9,40,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Pyracantha.sp,Andrena.haemorrhoa,2,Transect,9,40,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Pyracantha.sp,Bombus.pratorum,1,Transect,9,40,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
Geranium.cult,Bombus.pascuorum,1,Transect,9,40,Cian.White_Lp_3_GA1,BC4,Ireland,Lp,"53°.23'.58.364261""N","6°.29'.30.08718""W",9,6,18
