Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment (FloralArea = count * size in mm2)
178,6,2011,SarahMullen_Carrownalassan_11,Leontodon_saxatilis,54,total abundance per plant species,1350
178,6,2011,SarahMullen_Carrownalassan_11,Leontodon_saxatilis,57,total abundance per plant species,1425
225,8,2011,SarahMullen_Carrownalassan_11,Cirsium_arvense,58,total abundance per plant species,1450
208,7,2011,SarahMullen_Carrownalassan_11,Trifolium_pratense,93,total abundance per plant species,1395
217,8,2011,SarahMullen_Carrownalassan_11,Prunella_vulgaris,122,total abundance per plant species,1830
221,8,2011,SarahMullen_Carrownalassan_11,Lotus_corniculatus,132,total abundance per plant species,2112
207,7,2011,SarahMullen_Carrownalassan_11,Ranunculus_repens,163,total abundance per plant species,4890
186,7,2011,SarahMullen_Carrownalassan_11,Trifolium_repens,258,total abundance per plant species,3354
221,8,2011,SarahMullen_Carrownalassan_11,Trifolium_pratense,327,total abundance per plant species,4905
237,8,2011,SarahMullen_Castlesampson_11,Cirsium_vulgare,NA,not collected,NA
217,8,2011,SarahMullen_Castlesampson_11,Cotoneaster_franchetii,NA,not collected,NA
192,7,2011,SarahMullen_Castlesampson_11,Carlina_vulgaris,6,total abundance per plant species,240
176,6,2011,SarahMullen_Castlesampson_11,Linum_catharticum,7,total abundance per plant species,28
176,6,2011,SarahMullen_Castlesampson_11,Trifolium_pratense,13,total abundance per plant species,195
215,8,2011,SarahMullen_Castlesampson_11,Centaurea_nigra,13,total abundance per plant species,520
190,7,2011,SarahMullen_Castlesampson_11,Lotus_corniculatus,19,total abundance per plant species,304
194,7,2011,SarahMullen_Castlesampson_11,Hypericum_sp,30,total abundance per plant species,750
199,7,2011,SarahMullen_Castlesampson_11,Prunella_vulgaris,35,total abundance per plant species,525
223,8,2011,SarahMullen_Castlesampson_11,Potentilla_erecta,55,total abundance per plant species,825
168,6,2011,SarahMullen_Castlesampson_11,Leontodon_saxatilis,69,total abundance per plant species,1725
140,5,2011,SarahMullen_Castlesampson_11,Prunella_vulgaris,84,total abundance per plant species,1260
215,8,2011,SarahMullen_Castlesampson_11,Potentilla_erecta,91,total abundance per plant species,1365
214,8,2011,SarahMullen_Castlesampson_11,Cirsium_palustre,104,total abundance per plant species,2080
209,7,2011,SarahMullen_Castlesampson_11,Pimpinella_saxifraga,156,total abundance per plant species,1185.6
260,9,2011,SarahMullen_Castlesampson_11,Thymus_polytrichus,450,total abundance per plant species,1800
146,5,2011,SarahMullen_Castlesampson_11,Potentilla_erecta,885,total abundance per plant species,13275
197,7,2011,SarahMullen_Castlestrange_11,Ranunculus_acris,NA,not collected,NA
220,8,2011,SarahMullen_Castlestrange_11,Taraxacum_agg,1,total abundance per plant species,50
193,7,2011,SarahMullen_Castlestrange_11,Cirsium_vulgare,5,total abundance per plant species,150
214,8,2011,SarahMullen_Castlestrange_11,Trifolium_repens,7,total abundance per plant species,91
218,8,2011,SarahMullen_Castlestrange_11,Potentilla_erecta,8,total abundance per plant species,120
188,7,2011,SarahMullen_Castlestrange_11,Cirsium_arvense,12,total abundance per plant species,300
215,8,2011,SarahMullen_Castlestrange_11,Achillea_millefolium,12,total abundance per plant species,1200
215,8,2011,SarahMullen_Castlestrange_11,Lotus_corniculatus,15,total abundance per plant species,240
208,7,2011,SarahMullen_Castlestrange_11,Leontodon_saxatilis,15,total abundance per plant species,375
223,8,2011,SarahMullen_Castlestrange_11,Bellis_perennis,20,total abundance per plant species,500
186,7,2011,SarahMullen_Castlestrange_11,Cirsium_arvense,24,total abundance per plant species,600
238,8,2011,SarahMullen_Castlestrange_11,Plantago_lanceolata,27,total abundance per plant species,1080
187,7,2011,SarahMullen_Castlestrange_11,Plantago_lanceolata,27,total abundance per plant species,1080
172,6,2011,SarahMullen_Castlestrange_11,Prunella_vulgaris,35,total abundance per plant species,525
238,8,2011,SarahMullen_Castlestrange_11,Ranunculus_repens,48,total abundance per plant species,1440
194,7,2011,SarahMullen_Castlestrange_11,Cirsium_palustre,57,total abundance per plant species,1140
168,6,2011,SarahMullen_Castlestrange_11,Trifolium_repens,74,total abundance per plant species,962
217,8,2011,SarahMullen_Castlestrange_11,Bellis_perennis,124,total abundance per plant species,3100
174,6,2011,SarahMullen_Castlestrange_11,Cirsium_palustre,171,total abundance per plant species,3420
225,8,2011,SarahMullen_Castlestrange_11,Leontodon_saxatilis,378,total abundance per plant species,9450
163,6,2011,SarahMullen_Clonmacnoise_11,Senecio_jacobaea,NA,not collected,NA
244,9,2011,SarahMullen_Clonmacnoise_11,Leucanthemum_vulgare,1,total abundance per plant species,50
175,6,2011,SarahMullen_Clonmacnoise_11,Polygala_vulgaris,2,total abundance per plant species,16
214,8,2011,SarahMullen_Clonmacnoise_11,Achillea_millefolium,2,total abundance per plant species,200
225,8,2011,SarahMullen_Clonmacnoise_11,Plantago_lanceolata,9,total abundance per plant species,360
209,7,2011,SarahMullen_Clonmacnoise_11,Prunella_vulgaris,10,total abundance per plant species,150
223,8,2011,SarahMullen_Clonmacnoise_11,Prunella_vulgaris,20,total abundance per plant species,300
168,6,2011,SarahMullen_Clonmacnoise_11,Centaurea_nigra,28,total abundance per plant species,1120
170,6,2011,SarahMullen_Clonmacnoise_11,Trifolium_repens,29,total abundance per plant species,377
197,7,2011,SarahMullen_Clonmacnoise_11,Potentilla_erecta,31,total abundance per plant species,465
167,6,2011,SarahMullen_Clonmacnoise_11,Leontodon_saxatilis,34,total abundance per plant species,850
217,8,2011,SarahMullen_Clonmacnoise_11,Anthyllis_vulneraria,38,total abundance per plant species,3040
243,8,2011,SarahMullen_Clonmacnoise_11,Trifolium_repens,40,total abundance per plant species,520
243,8,2011,SarahMullen_Clonmacnoise_11,Thymus_polytrichus,43,total abundance per plant species,172
183,7,2011,SarahMullen_Clonmacnoise_11,Potentilla_erecta,78,total abundance per plant species,1170
239,8,2011,SarahMullen_Clonmacnoise_11,Lotus_corniculatus,84,total abundance per plant species,1344
159,6,2011,SarahMullen_Clonmacnoise_11,Galium_verum,104,total abundance per plant species,312
227,8,2011,SarahMullen_Clonmacnoise_11,Potentilla_erecta,105,total abundance per plant species,1575
221,8,2011,SarahMullen_Clonmacnoise_11,Leontodon_saxatilis,108,total abundance per plant species,2700
210,7,2011,SarahMullen_Clonmacnoise_11,Lotus_corniculatus,134,total abundance per plant species,2144
238,8,2011,SarahMullen_Clonmacnoise_11,Pimpinella_saxifraga,159,total abundance per plant species,1208.4
223,8,2011,SarahMullen_Clonmacnoise_11,Lotus_corniculatus,206,total abundance per plant species,3296
183,7,2011,SarahMullen_Clonmacnoise_11,Ranunculus_repens,350,total abundance per plant species,10500
251,9,2011,SarahMullen_Clonmacnoise_11,Thymus_polytrichus,464,total abundance per plant species,1856
175,6,2011,SarahMullen_Clonmacnoise_11,Trifolium_pratense,504,total abundance per plant species,7560
210,7,2011,SarahMullen_Cloonfenbaun_11,Ranunculus_repens,2,total abundance per plant species,60
240,8,2011,SarahMullen_Cloonfenbaun_11,Leontodon_saxatilis,10,total abundance per plant species,250
201,7,2011,SarahMullen_Cloonfenbaun_11,Achillea_millefolium,12,total abundance per plant species,1200
146,5,2011,SarahMullen_Cloonfenbaun_11,Cirsium_palustre,13,total abundance per plant species,260
222,8,2011,SarahMullen_Cloonfenbaun_11,Trifolium_pratense,15,total abundance per plant species,225
221,8,2011,SarahMullen_Cloonfenbaun_11,Trifolium_pratense,15,total abundance per plant species,225
227,8,2011,SarahMullen_Cloonfenbaun_11,Ranunculus_repens,16,total abundance per plant species,480
194,7,2011,SarahMullen_Cloonfenbaun_11,Cirsium_palustre,21,total abundance per plant species,420
217,8,2011,SarahMullen_Cloonfenbaun_11,Trifolium_repens,36,total abundance per plant species,468
260,9,2011,SarahMullen_Curry_11,Vicia_cracca,NA,not collected,NA
206,7,2011,SarahMullen_Curry_11,Achillea_millefolium,1,total abundance per plant species,100
244,9,2011,SarahMullen_Curry_11,Thymus_polytrichus,3,total abundance per plant species,12
193,7,2011,SarahMullen_Curry_11,Achillea_millefolium,10,total abundance per plant species,1000
166,6,2011,SarahMullen_Curry_11,Bellis_perennis,13,total abundance per plant species,325
201,7,2011,SarahMullen_Curry_11,Pilosella_officinarum,18,total abundance per plant species,324
181,6,2011,SarahMullen_Curry_11,Leontodon_saxatilis,27,total abundance per plant species,675
218,8,2011,SarahMullen_Curry_11,Cirsium_palustre,40,total abundance per plant species,800
225,8,2011,SarahMullen_Curry_11,Ranunculus_repens,110,total abundance per plant species,3300
148,5,2011,SarahMullen_Curry_11,Potentilla_erecta,125,total abundance per plant species,1875
160,6,2011,SarahMullen_Curry_11,Trifolium_pratense,126,total abundance per plant species,1890
209,7,2011,SarahMullen_Curry_11,Trifolium_repens,144,total abundance per plant species,1872
189,7,2011,SarahMullen_Curry_11,Pedicularis_sylvatica,166,total abundance per plant species,4150
184,7,2011,SarahMullen_Curry_11,Plantago_lanceolata,207,total abundance per plant species,8280
193,7,2011,SarahMullen_Curry_11,Lotus_corniculatus,213,total abundance per plant species,3408
191,7,2011,SarahMullen_Curry_11,Euphrasia_sp,312,total abundance per plant species,3120
175,6,2011,SarahMullen_Curry_11,Potentilla_erecta,380,total abundance per plant species,5700
240,8,2011,SarahMullen_Curry_11,Potentilla_erecta,585,total abundance per plant species,8775
255,9,2011,SarahMullen_Fray_11,Leontodon_saxatilis,NA,not collected,NA
123,5,2011,SarahMullen_Fray_11,Pilosella_officinarum,1,total abundance per plant species,30
125,5,2011,SarahMullen_Fray_11,Plantago_lanceolata,1,total abundance per plant species,40
125,5,2011,SarahMullen_Fray_11,Bellis_perennis,3,total abundance per plant species,75
217,8,2011,SarahMullen_Fray_11,Cirsium_palustre,4,total abundance per plant species,80
188,7,2011,SarahMullen_Fray_11,Lotus_corniculatus,36,total abundance per plant species,576
220,8,2011,SarahMullen_Fray_11,Trifolium_repens,57,total abundance per plant species,741
220,8,2011,SarahMullen_Fray_11,Lotus_corniculatus,66,total abundance per plant species,1056
220,8,2011,SarahMullen_Fray_11,Potentilla_erecta,81,total abundance per plant species,1215
160,6,2011,SarahMullen_Fray_11,Calluna_vulgaris,89,total abundance per plant species,445
221,8,2011,SarahMullen_Fray_11,Potentilla_erecta,162,total abundance per plant species,2430
133,5,2011,SarahMullen_Fray_11,Potentilla_erecta,191,total abundance per plant species,2865
164,6,2011,SarahMullen_Fray_11,Thymus_polytrichus,428,total abundance per plant species,1712
168,6,2011,SarahMullen_Fray_11,Thymus_polytrichus,856,total abundance per plant species,3424
178,6,2011,SarahMullen_Fray_11,Thymus_polytrichus,2056,total abundance per plant species,8224
188,7,2011,SarahMullen_Glenballythomas_11,Cirsium_arvense,NA,not collected,NA
163,6,2011,SarahMullen_Glenballythomas_11,Rumex,4,total abundance per plant species,24
166,6,2011,SarahMullen_Glenballythomas_11,Bellis_perennis,4,total abundance per plant species,100
192,7,2011,SarahMullen_Glenballythomas_11,Leontodon_saxatilis,10,total abundance per plant species,250
185,7,2011,SarahMullen_Glenballythomas_11,Cirsium_palustre,22,total abundance per plant species,440
225,8,2011,SarahMullen_Glenballythomas_11,Cirsium_palustre,33,total abundance per plant species,660
205,7,2011,SarahMullen_Glenballythomas_11,Ranunculus_acris,36,total abundance per plant species,900
227,8,2011,SarahMullen_Glenballythomas_11,Cerastium_fontanum,54,total abundance per plant species,378
283,10,2011,SarahMullen_Glenballythomas_11,Ranunculus_repens,121,total abundance per plant species,3630
218,8,2011,SarahMullen_Glenballythomas_11,Ranunculus_repens,121,total abundance per plant species,3630
197,7,2011,SarahMullen_Glenballythomas_11,Trifolium_repens,128,total abundance per plant species,1664
148,5,2011,SarahMullen_Glenballythomas_11,Plantago_lanceolata,291,total abundance per plant species,11640
148,5,2011,SarahMullen_Knockrogherry_11,Cirsium_palustre,1,total abundance per plant species,20
196,7,2011,SarahMullen_Knockrogherry_11,Cirsium_palustre,1,total abundance per plant species,20
183,7,2011,SarahMullen_Knockrogherry_11,Trifolium_pratense,21,total abundance per plant species,315
195,7,2011,SarahMullen_Knockrogherry_11,Ranunculus_repens,24,total abundance per plant species,720
229,8,2011,SarahMullen_Knockrogherry_11,Leontodon_saxatilis,28,total abundance per plant species,700
197,7,2011,SarahMullen_Knockrogherry_11,Trifolium_repens,139,total abundance per plant species,1807
222,8,2011,SarahMullen_Knockrogherry_11,Trifolium_repens,195,total abundance per plant species,2535
140,5,2011,SarahMullen_Knockrogherry_11,Bellis_perennis,346,total abundance per plant species,8650
221,8,2011,SarahMullen_Pollalaher_11,Cirsium_vulgare,10,total abundance per plant species,300
228,8,2011,SarahMullen_Pollalaher_11,Bellis_perennis,15,total abundance per plant species,375
230,8,2011,SarahMullen_Pollalaher_11,Cerastium_fontanum,32,total abundance per plant species,224
151,5,2011,SarahMullen_Pollalaher_11,Cirsium_palustre,50,total abundance per plant species,1000
127,5,2011,SarahMullen_Pollalaher_11,Ranunculus_repens,57,total abundance per plant species,1710
217,8,2011,SarahMullen_Pollalaher_11,Leontodon_saxatilis,64,total abundance per plant species,1600
188,7,2011,SarahMullen_Pollalaher_11,Cirsium_palustre,81,total abundance per plant species,1620
222,8,2011,SarahMullen_Pollalaher_11,Bellis_perennis,388,total abundance per plant species,9700
189,7,2011,SarahMullen_Skrine1_11,Ranunculus_acris,NA,not collected,NA
221,8,2011,SarahMullen_Skrine1_11,Hypericum_sp,1,total abundance per plant species,25
150,5,2011,SarahMullen_Skrine1_11,Hypericum_sp,2,total abundance per plant species,50
195,7,2011,SarahMullen_Skrine1_11,Leontodon_saxatilis,3,total abundance per plant species,75
194,7,2011,SarahMullen_Skrine1_11,Succisa_pratensis,3,total abundance per plant species,75
217,8,2011,SarahMullen_Skrine1_11,Prunella_vulgaris,15,total abundance per plant species,225
219,8,2011,SarahMullen_Skrine1_11,Cirsium_palustre,18,total abundance per plant species,360
222,8,2011,SarahMullen_Skrine1_11,Achillea_millefolium,20,total abundance per plant species,2000
194,7,2011,SarahMullen_Skrine1_11,Ranunculus_repens,31,total abundance per plant species,930
210,7,2011,SarahMullen_Skrine1_11,Plantago_lanceolata,33,total abundance per plant species,1320
223,8,2011,SarahMullen_Skrine1_11,Cirsium_palustre,36,total abundance per plant species,720
168,6,2011,SarahMullen_Skrine1_11,Lotus_corniculatus,52,total abundance per plant species,832
227,8,2011,SarahMullen_Skrine1_11,Trifolium_pratense,132,total abundance per plant species,1980
217,8,2011,SarahMullen_Skrine1_11,Euphrasia_sp,147,total abundance per plant species,1470
218,8,2011,SarahMullen_Skrine1_11,Prunella_vulgaris,156,total abundance per plant species,2340
225,8,2011,SarahMullen_Skrine1_11,Leontodon_saxatilis,180,total abundance per plant species,4500
214,8,2011,SarahMullen_Skrine1_11,Potentilla_erecta,200,total abundance per plant species,3000
208,7,2011,SarahMullen_Skrine1_11,Trifolium_repens,218,total abundance per plant species,2834
228,8,2011,SarahMullen_Skrine1_11,Ranunculus_repens,370,total abundance per plant species,11100
160,6,2011,SarahMullen_Skrine1_11,Potentilla_erecta,390,total abundance per plant species,5850
230,8,2011,SarahMullen_Skrine1_11,Thymus_polytrichus,430,total abundance per plant species,1720
209,7,2011,SarahMullen_Skrine1_11,Euphrasia_sp,2660,total abundance per plant species,26600
215,8,2011,SarahMullen_Skrine2_11,Cirsium_palustre,1,total abundance per plant species,20
246,9,2011,SarahMullen_Skrine2_11,Bellis_perennis,11,total abundance per plant species,275
192,7,2011,SarahMullen_Skrine2_11,Trifolium_pratense,14,total abundance per plant species,210
160,6,2011,SarahMullen_Skrine2_11,Prunella_vulgaris,21,total abundance per plant species,315
180,6,2011,SarahMullen_Skrine2_11,Plantago_lanceolata,23,total abundance per plant species,920
173,6,2011,SarahMullen_Skrine2_11,Ranunculus_repens,45,total abundance per plant species,1350
246,9,2011,SarahMullen_Skrine2_11,Potentilla_erecta,56,total abundance per plant species,840
158,6,2011,SarahMullen_Skrine2_11,Bellis_perennis,60,total abundance per plant species,1500
193,7,2011,SarahMullen_Skrine2_11,Cirsium_palustre,88,total abundance per plant species,1760
193,7,2011,SarahMullen_Skrine2_11,Trifolium_repens,133,total abundance per plant species,1729
148,5,2011,SarahMullen_Skrine2_11,Trifolium_repens,1028,total abundance per plant species,13364
161,6,2011,SarahMullen_Tibarney_11,Senecio_jacobaea,NA,not collected,NA
166,6,2011,SarahMullen_Tibarney_11,Ranunculus_acris,2,total abundance per plant species,50
180,6,2011,SarahMullen_Tibarney_11,Cirsium_arvense,3,total abundance per plant species,75
214,8,2011,SarahMullen_Tibarney_11,Cirsium_palustre,4,total abundance per plant species,80
214,8,2011,SarahMullen_Tibarney_11,Dactylorhiza_fuchsii,5,total abundance per plant species,75
188,7,2011,SarahMullen_Tibarney_11,Lotus_corniculatus,35,total abundance per plant species,560
222,8,2011,SarahMullen_Tibarney_11,Lotus_corniculatus,38,total abundance per plant species,608
223,8,2011,SarahMullen_Tibarney_11,Ranunculus_repens,44,total abundance per plant species,1320
229,8,2011,SarahMullen_Tibarney_11,Trifolium_pratense,52,total abundance per plant species,780
186,7,2011,SarahMullen_Tibarney_11,Trifolium_pratense,74,total abundance per plant species,1110
206,7,2011,SarahMullen_Tibarney_11,Cirsium_palustre,80,total abundance per plant species,1600
169,6,2011,SarahMullen_Tibarney_11,Trifolium_repens,81,total abundance per plant species,1053
191,7,2011,SarahMullen_Tibarney_11,Ranunculus_repens,114,total abundance per plant species,3420
267,9,2011,SarahMullen_Tibarney_11,Prunella_vulgaris,134,total abundance per plant species,2010
220,8,2011,SarahMullen_Tibarney_11,Leontodon_saxatilis,206,total abundance per plant species,5150
174,6,2011,SarahMullen_Tibarney_11,Leontodon_saxatilis,350,total abundance per plant species,8750
217,8,2011,SarahMullen_Turrock_11,Pedicularis_sylvatica,2,total abundance per plant species,50
180,6,2011,SarahMullen_Turrock_11,Ranunculus_repens,3,total abundance per plant species,90
161,6,2011,SarahMullen_Turrock_11,Plantago_lanceolata,6,total abundance per plant species,240
195,7,2011,SarahMullen_Turrock_11,Achillea_millefolium,10,total abundance per plant species,1000
223,8,2011,SarahMullen_Turrock_11,Leontodon_saxatilis,15,total abundance per plant species,375
246,9,2011,SarahMullen_Turrock_11,Ranunculus_repens,20,total abundance per plant species,600
125,5,2011,SarahMullen_Turrock_11,Plantago_lanceolata,39,total abundance per plant species,1560
186,7,2011,SarahMullen_Turrock_11,Leontodon_saxatilis,54,total abundance per plant species,1350
